GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,TRBL_CTA,TRBL_BGA,BLCK_GRPA,C_CITYA,TRUSTA,RES_ONLYA,AIANHHA,TRBL_SUBA,ANRCA,MSA_CMSAA,PMSAA,NECMAA,URB_AREAA,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,NAME,GV5001,GV5002,GV5003,GV5004,GV5005,GV5006,GV5007,GV5008,GV5009,GV5010,GV5011,GV5012,GV5013,GV5014,GV5015,GV5016,GV5017,GV5018,GV5019,GV5020,GV5021,GV5022,GV5023,GV5024,GV5025,GV5026,GV5027,GV5028,GV5029,GV5030,GV5031,GV5032,GV5033,GV5034,GV5035,GV5036,GV5037,GV5038,GV5039,GV5040,GV5041,GV5042,GV5043,GV5044,GV5045,GV5046,GV5047,GV5048,GV5049,GV5050,GV5051,GV5052,GV5053,GV5054,GV5055,GV5056,GV5057,GV5058,GV5059,GV5060,GV5061,GV5062,GV5063,GV5064,GV5065,GV5066,GV5067,GV5068,GV5069,GV5070,GV5071
"G4500030","2000","3","5","South Carolina","45","Aiken","003",,,,,,,,,,,,,"0600","9999","9999",,,,,,,,"Aiken County",29,6,25,0,180,18,0,6,125,0,91,15,523,8,275,0,0,42,0,126,77,162,1393,23,13418,0,1112,137,2673,513,12774,0,170,8,312,21,52,12541,5,3179,22,70,19,0,0,31,38,431,28,1283,164,34,203,170,3222,2521,29,11,130,48,0,1678,477,249,0,52,23552,739,186,26,40843
"G4500050","2000","3","5","South Carolina","45","Allendale","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Allendale County",0,0,0,0,0,0,0,0,0,0,0,0,9,0,17,0,0,0,0,0,0,0,37,0,259,0,8,0,28,0,206,0,0,0,0,0,0,173,0,25,0,0,0,0,0,0,41,0,0,38,9,0,0,0,104,60,0,0,0,0,0,60,0,0,0,0,1046,4,4,0,6240
"G4500070","2000","3","5","South Carolina","45","Anderson","007",,,,,,,,,,,,,"3160","9999","9999",,,,,,,,"Anderson County",0,0,0,0,295,3,0,8,120,12,29,8,656,0,213,0,69,0,2,220,57,203,1671,21,14817,0,1383,26,2843,438,12617,0,181,10,250,0,7,16865,0,2434,34,108,0,0,0,0,7,433,19,1249,61,58,217,76,6034,2784,0,0,69,8,0,1110,701,165,6,108,30904,551,127,0,34504
"G4500090","2000","3","5","South Carolina","45","Bamberg","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Bamberg County",0,0,0,0,0,0,0,0,11,0,0,0,21,0,11,0,0,0,0,0,0,2,14,0,641,0,82,0,96,2,591,0,1,0,7,0,0,396,0,71,0,0,0,0,0,0,0,2,0,13,0,0,6,0,154,95,0,0,2,0,0,51,20,13,0,0,1474,25,64,0,9043
"G4500110","2000","3","5","South Carolina","45","Barnwell","011",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Barnwell County",0,0,0,0,1,0,0,0,9,0,0,0,44,0,17,0,0,0,0,7,0,0,102,0,1304,0,173,0,160,22,1156,0,3,0,13,0,0,1095,0,127,0,22,0,0,0,0,0,22,0,78,4,0,53,0,241,310,0,0,9,0,0,317,38,14,6,24,4509,58,26,0,8372
"G4500130","2000","3","5","South Carolina","45","Beaufort","013",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Beaufort County",47,0,44,0,316,42,0,28,373,10,85,8,614,12,419,0,0,108,0,351,234,452,1632,41,14745,9,1125,122,3952,886,17032,5,232,28,558,15,27,15120,13,5424,3,238,0,0,19,0,46,1059,31,2779,290,87,799,230,3008,3533,24,78,180,47,0,981,1195,337,8,307,8014,1051,428,31,35417
"G4500150","2000","3","5","South Carolina","45","Berkeley","015",,,,,,,,,,,,,"1440","9999","9999",,,,,,,,"Berkeley County",31,0,7,19,170,0,0,50,92,0,63,50,652,50,189,0,19,72,0,159,123,289,1427,74,10908,0,923,59,3629,866,14875,0,401,0,325,15,16,13133,0,4332,11,122,6,0,9,8,94,835,7,1715,174,0,337,104,2683,2799,12,15,110,18,0,1191,748,203,0,68,17321,606,267,60,45023
"G4500170","2000","3","5","South Carolina","45","Calhoun","017",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Calhoun County",0,0,0,0,4,0,0,3,5,0,3,0,35,0,7,0,0,0,0,6,2,13,106,0,823,0,157,3,180,0,1319,0,0,0,10,0,0,674,0,133,0,11,0,0,3,0,0,31,0,48,8,0,14,0,230,141,0,0,0,2,0,86,21,49,0,8,1731,37,22,4,6941
"G4500190","2000","3","5","South Carolina","45","Charleston","019",,,,,,,,,,,,,"1440","9999","9999",,,,,,,,"Charleston County",43,7,32,32,717,71,0,79,509,17,266,84,1783,74,490,4,51,205,6,679,226,637,3255,256,31884,14,2672,291,8650,1595,31822,0,1503,8,858,28,119,26981,33,9391,111,639,0,6,18,120,212,1624,65,4165,277,124,1576,309,8796,8361,91,108,404,75,0,2665,1834,570,30,384,23406,2003,603,151,109087
"G4500210","2000","3","5","South Carolina","45","Cherokee","021",,,,,,,,,,,,,"3160","9999","9999",,,,,,,,"Cherokee County",0,0,0,0,22,10,5,9,27,0,0,0,91,0,26,0,0,10,0,1,0,26,673,2,2602,0,414,43,308,92,2872,0,43,0,23,0,17,3675,0,439,0,6,0,0,0,0,0,62,0,202,25,0,59,0,1337,488,0,11,38,8,0,192,86,7,0,29,14388,88,0,14,12801
"G4500230","2000","3","5","South Carolina","45","Chester","023",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Chester County",0,0,0,0,17,0,0,0,0,0,4,0,34,0,5,0,0,0,0,8,9,17,252,0,1589,0,57,4,190,40,1445,0,11,0,31,0,0,2011,0,361,0,0,0,0,0,0,0,32,6,150,21,6,31,0,1287,310,0,0,11,9,0,223,44,12,13,13,6205,57,0,0,13950
"G4500250","2000","3","5","South Carolina","45","Chesterfield","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Chesterfield County",12,0,0,0,50,0,0,0,0,0,0,0,65,9,13,0,0,6,0,39,0,11,96,0,1940,0,221,0,204,70,1409,0,4,0,7,0,0,1768,0,395,0,0,0,0,0,0,0,46,0,132,9,2,0,0,1345,585,0,0,33,0,0,443,57,0,0,10,7788,143,12,0,15146
"G4500270","2000","3","5","South Carolina","45","Clarendon","027",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Clarendon County",0,0,0,0,9,0,0,0,0,0,0,0,20,0,12,0,0,0,0,10,8,24,136,0,1596,0,36,0,255,25,947,0,35,0,0,0,0,1010,0,194,0,0,0,0,0,0,0,48,0,132,16,0,12,10,586,258,0,0,0,9,0,266,94,37,0,1,3606,40,34,0,15314
"G4500290","2000","3","5","South Carolina","45","Colleton","029",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Colleton County",0,0,0,0,2,0,0,0,31,0,0,32,80,0,28,0,0,6,0,30,9,25,125,0,2015,0,300,34,416,66,2464,0,48,31,32,0,11,2020,0,387,8,12,0,0,0,0,9,81,0,218,3,7,27,7,409,368,0,0,12,0,0,319,114,24,2,0,5986,59,133,0,14712
"G4500310","2000","3","5","South Carolina","45","Darlington","031",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Darlington County",0,0,0,0,0,0,0,0,51,0,19,0,106,0,121,0,0,0,0,5,13,38,278,0,3568,0,285,9,645,66,2693,0,36,0,41,4,5,3254,0,567,0,50,0,0,0,0,33,136,24,222,20,0,39,9,1539,757,0,0,12,0,0,600,129,69,7,14,9882,123,109,0,26457
"G4500330","2000","3","5","South Carolina","45","Dillon","033",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Dillon County",0,0,0,0,16,0,0,10,15,0,0,0,74,3,11,0,7,0,0,0,2,11,50,0,1936,0,59,0,270,10,632,0,11,0,25,0,0,1008,7,137,0,8,0,0,0,0,0,25,0,44,0,0,20,7,532,399,0,0,0,0,0,191,27,10,0,0,4330,76,11,0,12976
"G4500350","2000","3","5","South Carolina","45","Dorchester","035",,,,,,,,,,,,,"1440","9999","9999",,,,,,,,"Dorchester County",3,0,8,10,69,42,0,18,129,0,17,19,507,19,227,0,23,104,0,139,48,92,1112,0,9459,7,775,161,2703,642,11966,0,320,6,318,0,10,9243,0,3277,0,84,0,0,10,0,40,515,7,1343,164,13,330,62,2332,2244,17,9,92,7,0,581,534,160,8,83,10850,779,118,41,28659
"G4500370","2000","3","5","South Carolina","45","Edgefield","037",,,,,,,,,,,,,"0600","9999","9999",,,,,,,,"Edgefield County",6,0,0,0,0,7,0,7,5,0,0,9,78,0,2,0,6,15,0,15,0,18,73,47,1451,0,146,8,339,70,1078,0,4,0,15,5,0,1621,0,206,0,9,0,0,0,0,63,15,0,81,0,0,48,9,378,328,8,0,0,0,0,269,44,0,24,0,3359,120,15,0,8832
"G4500390","2000","3","5","South Carolina","45","Fairfield","039",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Fairfield County",0,0,0,0,0,9,0,0,46,0,0,0,114,0,12,0,0,8,0,0,0,16,65,0,892,0,67,15,226,1,874,0,0,0,0,0,0,1039,0,102,0,11,0,0,0,0,0,0,0,50,5,0,5,0,605,329,0,5,6,0,0,123,44,13,0,0,2338,133,3,0,12701
"G4500410","2000","3","5","South Carolina","45","Florence","041",,,,,,,,,,,,,"2655","9999","9999",,,,,,,,"Florence County",0,0,0,0,121,0,0,0,45,5,54,0,424,0,67,0,29,20,0,45,54,89,573,15,8869,2,876,45,1451,275,5987,0,428,0,118,0,0,6551,8,1422,0,62,0,0,0,0,43,322,0,657,101,36,245,31,3610,2096,0,13,103,42,0,1265,291,157,12,40,15546,507,132,6,47895
"G4500430","2000","3","5","South Carolina","45","Georgetown","043",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Georgetown County",0,0,0,0,175,0,0,0,33,0,5,0,192,0,60,0,6,26,0,53,22,113,397,0,5229,0,314,22,962,153,4191,0,111,0,136,0,0,3655,0,1115,0,4,5,0,6,0,5,184,6,497,51,0,108,15,1507,1228,0,3,100,26,0,501,262,87,0,55,7900,230,51,18,19989
"G4500450","2000","3","5","South Carolina","45","Greenville","045",,,,,,,,,,,,,"3160","9999","9999",,,,,,,,"Greenville County",92,0,110,8,1233,90,31,61,432,0,265,174,2169,10,773,0,103,172,21,501,377,668,5024,71,38938,7,3106,652,7758,1499,36461,0,1552,0,934,39,159,36317,33,9561,89,284,13,20,17,13,155,1600,61,3963,432,176,890,270,13511,9024,78,73,393,128,0,2478,2120,1002,73,544,54983,2075,548,102,91995
"G4500470","2000","3","5","South Carolina","45","Greenwood","047",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Greenwood County",10,0,7,0,71,6,0,0,25,0,7,0,190,0,21,0,0,11,0,53,25,21,502,0,4516,10,666,8,808,119,4611,0,114,1,43,0,0,4651,0,645,11,19,0,0,0,0,15,106,22,278,47,8,94,51,2145,763,0,0,0,7,0,539,132,47,0,13,11473,167,26,20,21600
"G4500490","2000","3","5","South Carolina","45","Hampton","049",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Hampton County",9,0,0,0,0,0,0,0,16,2,2,0,15,0,7,0,0,0,0,8,4,6,57,0,922,0,63,0,209,25,817,0,5,0,10,0,0,599,0,105,0,0,0,0,0,0,0,16,0,24,19,0,12,0,152,131,0,4,2,0,0,488,22,4,7,5,2409,21,13,0,9575
"G4500510","2000","3","5","South Carolina","45","Horry","051",,,,,,,,,,,,,"5330","9999","9999",,,,,,,,"Horry County",0,0,32,18,418,61,0,25,324,0,86,136,776,15,386,6,15,84,0,310,400,355,2418,18,20964,10,921,171,5061,1033,21141,0,685,0,850,9,80,21895,287,8345,6,390,0,17,7,23,6,845,97,3915,351,142,669,92,5413,4179,22,77,313,69,0,820,1522,354,102,260,28922,1199,297,143,40492
"G4500530","2000","3","5","South Carolina","45","Jasper","053",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Jasper County",7,0,0,0,12,0,0,2,0,0,2,1,30,0,22,0,0,0,0,17,6,0,125,0,818,0,72,37,264,25,931,0,12,0,22,0,0,863,0,183,0,2,0,0,0,0,0,49,0,91,38,0,2,2,190,168,0,0,19,0,0,82,34,35,0,0,1965,13,64,0,9797
"G4500550","2000","3","5","South Carolina","45","Kershaw","055",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Kershaw County",12,0,0,0,117,17,0,8,42,0,62,0,171,8,69,0,13,4,0,51,8,91,384,0,4128,0,331,7,903,115,3952,0,91,0,101,0,0,4037,5,780,0,33,0,0,0,0,22,122,49,435,18,23,46,18,1897,967,6,0,52,7,0,251,197,17,0,31,9351,149,24,2,15044
"G4500570","2000","3","5","South Carolina","45","Lancaster","057",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lancaster County",13,0,6,0,39,0,0,0,27,0,24,0,188,0,28,0,0,6,0,34,22,38,228,0,3082,0,335,6,398,66,2789,0,15,0,25,0,0,3705,0,679,0,8,0,0,0,0,4,88,3,182,15,0,30,8,3045,798,0,0,32,0,0,730,86,10,7,5,14016,155,30,6,16612
"G4500590","2000","3","5","South Carolina","45","Laurens","059",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Laurens County",29,0,0,0,41,16,0,0,0,0,5,0,241,0,78,0,0,10,0,87,0,29,546,0,4280,0,422,11,917,75,3740,0,47,0,43,0,0,5077,0,698,0,57,0,0,0,0,24,272,10,289,15,12,62,9,2216,1001,9,13,4,0,0,317,285,107,0,29,13008,150,15,0,19855
"G4500610","2000","3","5","South Carolina","45","Lee","061",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Lee County",0,0,0,0,14,0,0,0,0,0,5,0,56,0,0,0,0,0,0,5,0,5,65,0,989,0,107,0,118,8,512,0,0,0,5,0,0,536,0,63,0,0,0,0,0,0,0,5,0,39,0,0,0,0,306,139,0,0,0,0,0,163,21,0,7,6,1937,28,0,7,11641
"G4500630","2000","3","5","South Carolina","45","Lexington","063",,,,,,,,,,,,,"1760","9999","9999",,,,,,,,"Lexington County",23,0,7,0,436,57,0,71,169,0,104,81,1127,40,334,0,111,80,0,241,154,217,3214,30,21368,22,2379,141,4507,739,32412,0,794,0,631,0,68,21766,9,4991,48,140,0,8,12,8,163,1153,70,2394,147,89,689,178,7712,4531,19,38,235,48,0,1502,1303,410,61,209,35088,896,316,108,41506
"G4500650","2000","3","5","South Carolina","45","McCormick","065",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"McCormick County",0,0,0,0,0,2,0,2,3,0,7,0,21,0,0,0,0,7,0,6,0,0,45,0,551,0,26,0,149,21,672,0,0,0,22,0,0,434,0,112,0,6,0,0,0,0,0,33,10,19,0,0,0,3,174,112,0,0,13,0,0,25,23,20,0,0,828,22,4,0,3902
"G4500670","2000","3","5","South Carolina","45","Marion","067",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marion County",0,0,0,0,22,2,0,0,11,0,39,0,57,0,16,0,0,0,0,0,0,0,21,7,1198,0,85,5,232,60,588,0,44,0,1,0,0,862,0,170,0,3,0,0,0,0,0,15,0,60,0,0,2,0,390,267,0,0,0,0,0,732,8,6,0,2,5492,89,17,0,17767
"G4500690","2000","3","5","South Carolina","45","Marlboro","069",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Marlboro County",6,0,0,0,13,0,0,0,8,0,0,0,46,0,98,0,0,32,0,0,0,0,84,0,1018,0,8,3,130,36,466,0,23,0,0,0,0,868,0,74,3,0,0,0,0,0,0,16,0,15,2,5,0,0,716,292,0,0,8,0,0,150,0,7,0,0,3100,94,3,0,13652
"G4500710","2000","3","5","South Carolina","45","Newberry","071",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Newberry County",0,0,0,0,70,4,0,1,0,0,0,0,114,0,3,0,9,7,0,17,4,91,346,0,2009,0,272,2,441,54,4225,0,37,0,0,0,0,1688,8,336,0,13,0,0,0,0,0,40,18,122,0,16,32,0,612,226,16,3,11,0,0,122,63,61,0,16,6331,57,29,0,12440
"G4500730","2000","3","5","South Carolina","45","Oconee","073",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Oconee County",0,0,0,0,69,0,0,6,77,0,76,24,346,0,70,0,68,27,0,166,19,106,978,6,6349,0,551,32,1150,233,7363,0,122,0,132,0,0,8305,0,1202,10,38,0,0,0,0,11,279,111,660,43,17,85,20,2284,1387,0,0,49,17,0,193,330,179,19,24,11947,262,60,5,9976
"G4500750","2000","3","5","South Carolina","45","Orangeburg","075",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Orangeburg County",3,0,0,0,31,0,0,4,28,0,5,2,135,1,32,0,6,0,0,18,4,34,420,0,3458,0,313,11,754,68,5313,0,81,0,76,5,52,2796,0,517,0,9,0,0,0,10,25,153,6,268,48,14,82,20,900,579,0,5,8,0,0,792,173,170,0,22,7564,123,257,2,49953
"G4500770","2000","3","5","South Carolina","45","Pickens","077",,,,,,,,,,,,,"3160","9999","9999",,,,,,,,"Pickens County",30,0,10,0,312,7,0,30,173,7,79,29,658,23,121,0,71,27,9,121,54,120,1418,26,11458,0,1149,60,2051,315,11273,0,149,0,201,0,26,12551,0,2153,8,128,0,0,0,0,57,373,51,954,73,104,251,62,4432,2675,7,17,53,7,0,362,521,162,67,90,21284,548,54,23,16159
"G4500790","2000","3","5","South Carolina","45","Richland","079",,,,,,,,,,,,,"1760","9999","9999",,,,,,,,"Richland County",0,0,22,0,846,78,0,46,396,17,141,90,1660,53,394,0,70,157,0,418,174,325,2228,122,24217,27,2492,219,5154,864,27604,16,984,86,547,9,68,19576,35,6411,54,314,19,0,9,10,83,1335,43,3107,211,84,1030,215,9761,6145,35,167,349,40,7,4201,1290,513,67,256,22482,1286,1169,85,143400
"G4500810","2000","3","5","South Carolina","45","Saluda","081",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Saluda County",0,0,0,0,4,0,0,0,0,0,0,0,56,0,0,0,0,0,0,1,0,0,262,0,1214,0,78,0,132,21,1703,0,0,0,0,0,0,934,0,108,0,0,0,0,0,0,0,63,0,32,7,0,0,25,225,193,0,0,0,0,0,108,19,32,0,0,3196,38,6,11,6315
"G4500830","2000","3","5","South Carolina","45","Spartanburg","083",,,,,,,,,,,,,"3160","9999","9999",,,,,,,,"Spartanburg County",22,49,23,0,249,51,12,33,237,0,83,12,763,11,336,0,35,65,17,171,100,352,2693,69,21494,11,1530,151,4279,590,17843,0,642,0,452,65,29,20916,4,4376,26,50,39,0,8,0,23,639,32,1848,130,56,484,76,8018,4146,7,12,74,19,0,1387,849,449,8,192,45037,846,166,56,67792
"G4500850","2000","3","5","South Carolina","45","Sumter","085",,,,,,,,,,,,,"8140","9999","9999",,,,,,,,"Sumter County",13,0,5,0,112,0,0,26,69,6,12,21,351,0,112,0,7,45,0,88,78,147,883,0,6538,0,469,80,1580,408,6117,0,79,0,153,0,8,6092,0,1636,0,54,0,0,6,0,0,357,47,877,64,7,84,81,1881,1535,0,5,54,18,0,1255,277,119,299,69,13350,464,261,65,45352
"G4500870","2000","3","5","South Carolina","45","Union","087",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Union County",0,0,0,0,4,0,0,1,0,0,8,0,25,0,1,0,0,0,0,0,0,0,218,0,2067,0,132,0,253,68,1029,0,10,0,7,0,0,1536,0,150,0,0,0,0,0,0,0,2,0,65,7,5,10,11,497,210,0,0,10,0,0,284,45,0,0,19,6920,16,0,0,8833
"G4500890","2000","3","5","South Carolina","45","Williamsburg","089",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Williamsburg County",0,0,0,0,2,0,0,0,28,0,0,0,18,0,17,0,0,0,0,0,7,37,35,0,887,0,136,0,195,7,523,0,12,0,5,0,0,563,0,56,0,11,0,0,0,0,0,38,0,56,0,0,10,2,1034,195,0,0,0,0,0,623,1,15,0,10,4182,16,52,0,21191
"G4500910","2000","3","5","South Carolina","45","York","091",,,,,,,,,,,,,"1520","9999","9999",,,,,,,,"York County",21,0,9,0,181,26,0,0,91,0,36,6,684,27,252,0,39,50,0,160,129,131,2236,12,14213,8,689,92,3055,511,15427,0,199,0,604,0,48,14834,7,4090,9,109,0,0,5,0,27,713,89,1941,30,86,264,102,9585,3576,33,29,177,21,0,941,778,92,20,196,24513,676,129,62,38808
"G4600030","2000","2","4","South Dakota","46","Aurora","003",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Aurora County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,83,3,64,367,0,255,0,2,0,89,18,1394,0,0,0,2,0,0,297,0,9,0,0,7,0,0,0,0,222,3,29,0,0,2,11,33,11,0,0,0,0,0,3,76,16,0,2,140,9,0,0,130
"G4600050","2000","2","4","South Dakota","46","Beadle","005",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Beadle County",3,0,0,0,13,9,0,0,44,9,23,0,44,0,16,0,0,0,0,170,39,289,710,0,1468,0,101,77,570,80,8305,0,8,0,10,0,0,1770,0,89,0,10,4,0,0,0,0,2299,52,334,0,0,231,64,243,253,0,6,0,0,0,24,555,54,0,32,756,55,0,0,647
"G4600070","2000","2","4","South Dakota","46","Bennett","007",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Bennett County",0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,2,0,0,103,6,56,57,0,223,0,28,6,99,4,570,0,0,0,3,0,0,264,0,2,0,0,0,0,0,0,0,86,0,14,0,0,22,3,47,7,0,0,0,0,0,0,95,2,0,0,110,10,0,0,1838
"G4600090","2000","2","4","South Dakota","46","Bon Homme","009",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Bon Homme County",0,0,0,0,12,0,0,0,4,0,1,0,4,0,0,0,0,0,0,1366,158,68,738,0,339,0,0,4,96,5,2858,3,9,0,0,0,0,417,0,25,14,0,2,0,0,0,2,343,5,39,0,7,77,5,68,48,0,0,8,0,0,2,98,10,0,0,222,5,2,0,331
"G4600110","2000","2","4","South Dakota","46","Brookings","011",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Brookings County",2,0,0,0,83,0,0,0,78,0,160,16,89,0,11,0,0,21,0,426,151,1206,1764,0,1848,0,56,175,704,141,12401,0,91,0,48,21,70,2741,0,235,0,2,18,0,0,10,7,7164,8,480,11,8,158,98,175,366,0,0,20,0,0,41,1356,132,0,15,730,140,0,0,1222
"G4600130","2000","2","4","South Dakota","46","Brown","013",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Brown County",0,0,0,0,8,2,0,0,44,0,51,0,42,0,29,0,6,27,0,377,30,525,1107,0,2517,0,40,541,950,136,19433,27,54,0,82,30,5,2928,0,258,0,13,28,0,0,0,23,5505,43,608,12,15,1726,220,372,423,0,3,0,0,0,7,1364,158,2,19,1053,178,6,6,1748
"G4600150","2000","2","4","South Dakota","46","Brule","015",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Brule County",0,0,0,0,26,0,0,0,3,0,0,0,0,0,5,0,0,0,0,561,37,110,193,0,323,0,11,5,158,11,2194,0,0,0,14,0,0,688,0,60,0,6,4,0,0,0,0,555,117,75,0,0,26,1,58,42,0,0,7,0,0,0,216,38,0,19,286,14,2,0,376
"G4600170","2000","2","4","South Dakota","46","Buffalo","017",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Buffalo County",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,7,8,0,25,0,0,12,22,11,208,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,64,0,4,0,0,0,3,8,14,0,0,0,0,0,0,5,0,0,0,22,2,0,0,1689
"G4600190","2000","2","4","South Dakota","46","Butte","019",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Butte County",0,0,0,0,8,0,0,0,37,3,17,0,0,0,0,0,22,2,0,100,11,241,385,0,986,0,36,214,461,24,3746,0,8,0,5,0,0,1416,0,181,0,9,3,0,0,0,28,1080,11,125,9,0,121,80,190,160,0,0,0,0,0,0,339,5,0,0,650,20,0,0,664
"G4600210","2000","2","4","South Dakota","46","Campbell","021",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Campbell County",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,19,171,0,63,0,0,7,25,19,1111,3,9,0,4,0,0,31,0,2,0,0,0,0,0,0,0,382,0,7,0,0,193,7,0,16,0,0,0,0,0,0,32,5,0,0,45,0,0,0,17
"G4600230","2000","2","4","South Dakota","46","Charles Mix","023",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Charles Mix County",0,0,0,0,8,0,0,0,0,0,7,6,0,0,0,0,0,0,0,1111,142,216,1082,0,382,0,22,5,166,15,2604,0,0,0,7,0,0,558,0,29,0,2,2,0,0,0,3,660,104,64,0,0,161,22,52,57,0,0,5,0,0,0,239,21,0,0,141,8,0,0,2968
"G4600250","2000","2","4","South Dakota","46","Clark","025",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Clark County",0,0,0,0,0,0,0,0,1,0,13,0,0,0,5,0,0,0,0,24,0,73,70,0,312,0,16,83,134,26,1839,2,3,0,4,8,0,364,0,29,0,0,0,0,0,0,2,1059,3,61,4,0,29,25,35,23,0,0,0,0,0,0,203,12,0,0,124,10,0,0,84
"G4600270","2000","2","4","South Dakota","46","Clay","027",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Clay County",0,0,11,0,30,0,0,0,19,8,3,24,58,2,13,0,0,0,11,334,38,571,710,0,936,0,77,6,488,104,4631,0,6,0,0,0,0,1796,14,144,8,0,17,0,0,0,25,2254,0,172,0,0,102,132,201,163,0,0,7,0,0,11,657,42,0,0,410,67,35,11,1087
"G4600290","2000","2","4","South Dakota","46","Codington","029",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Codington County",2,0,0,0,16,0,0,0,11,0,128,0,17,0,47,0,0,13,0,354,20,460,1027,0,1436,0,68,124,722,152,13381,0,14,0,12,9,0,2432,0,192,10,0,31,0,0,0,9,6421,0,707,0,0,108,199,210,222,0,0,0,9,0,8,950,68,0,12,1004,48,0,0,1174
"G4600310","2000","2","4","South Dakota","46","Corson","031",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Corson County",0,0,0,0,2,0,0,0,7,0,5,0,0,0,3,0,0,2,0,21,2,19,22,0,114,0,0,0,64,8,1166,0,0,0,4,0,0,242,0,2,0,0,0,0,0,0,2,125,2,11,0,0,133,6,6,7,0,0,0,0,0,0,38,0,0,0,38,2,0,2,2435
"G4600330","2000","2","4","South Dakota","46","Custer","033",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Custer County",0,0,0,0,11,0,0,0,48,9,11,0,13,0,3,0,8,9,0,51,27,189,244,0,923,0,94,41,406,38,2519,0,17,0,3,7,5,969,0,193,0,0,0,0,0,0,0,574,15,211,0,2,66,82,125,207,0,9,0,0,0,0,259,16,0,13,327,61,10,0,520
"G4600350","2000","2","4","South Dakota","46","Davison","035",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Davison County",0,0,0,0,8,0,0,0,65,0,84,0,15,0,0,0,0,0,0,464,87,327,1063,0,1363,0,43,2,609,157,9227,16,17,0,84,5,0,2036,0,163,0,1,72,0,0,0,0,2213,0,213,0,11,193,57,109,126,0,33,8,0,0,52,572,93,0,0,827,148,8,0,761
"G4600370","2000","2","4","South Dakota","46","Day","037",,,,,,,,,,,,,"9999","9999","9999",,,,,,,,"Day County",0,0,0,0,0,0,0,0,6,0,2,0,4,2,0,0,0,0,0,22,4,113,119,0,338,0,24,21,158,19,2596,0,11,0,11,2,0,456,0,16,0,0,3,0,0,0,17,1898,6,849,0,0,61,13,13,46,0,0,0,0,0,13,322,23,0,0,124,19,0,1,530
